"leadId","groupCode","market","state","campaignId","campaignName","requestNo","status","inserted","updated","removed","error"
"21050170","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21050484","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21052775","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21052992","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21053175","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21053177","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21053478","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21053645","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21054246","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21054528","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21054500","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21054677","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21054674","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21054760","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21054795","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21054813","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21054824","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21054882","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055089","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055479","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055457","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055600","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055617","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055703","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055689","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055696","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055803","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055920","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055150","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21056077","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21056096","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055692","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055716","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21055772","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21056034","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21056304","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21056336","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21056303","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21056431","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21056530","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20971885","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20972002","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20973392","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20973737","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20974101","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20974526","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20974550","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20974553","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20974685","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20974730","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20975502","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20975618","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20975778","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"21054590","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20967228","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20966924","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20967867","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20967825","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20968752","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20968840","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20969114","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20969132","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20969254","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20970075","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20968865","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20969113","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20969849","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20628821","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20638870","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20633584","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20641462","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20644962","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20657801","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20812705","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20935788","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20935297","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20935791","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20935581","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20936802","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20937076","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20936869","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20937153","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20937325","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20938048","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20938518","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20938536","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20938319","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20938476","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20938525","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20938527","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20938286","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20938524","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20938731","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20939634","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20939868","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20939897","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20940204","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20940182","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20940246","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20940602","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20940604","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20940688","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20940696","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20940985","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20941049","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20941196","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20941363","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20940016","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20940248","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20940918","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20941000","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20941412","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20941621","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20941523","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20941745","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20942075","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20941721","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20941966","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20942045","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20941930","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20945987","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20957843","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20958169","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20958375","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20958394","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20958813","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20958859","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20958951","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959014","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959007","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959047","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959062","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959191","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959351","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959378","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959427","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959441","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959848","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959777","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959620","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959383","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20960128","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959774","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959784","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20960013","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959877","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20960320","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959243","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959704","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20958776","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","1","success","1","149","0",""
"20959966","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20960838","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20961070","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20961161","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20961377","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20961444","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20961330","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20961308","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20960759","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20961772","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20961952","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20962008","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20962318","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20962424","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20962418","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20961774","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20962931","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20962900","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20963087","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20963045","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20963257","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20963514","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20963994","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20963878","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20962937","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20964474","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20964537","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20983339","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20983032","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21006616","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21046026","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21046578","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21046821","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047206","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047221","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047293","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047498","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047908","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047673","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047843","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047810","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047873","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047906","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21048113","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047631","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21048565","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047839","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21048426","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21049246","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21049678","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047016","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047280","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047432","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21047672","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21048264","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21049925","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20977520","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20977918","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20978699","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20979706","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20980293","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20980438","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20980526","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20981075","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20981276","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20981525","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20981705","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20981875","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20982105","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20980377","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20982460","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20982364","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20980647","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20982051","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20982231","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"20982622","PAVET","Veteran","CA","67770e71e345699491e6a727","Veteran - PAVET - CA","2","success","0","76","0",""
"21050180","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"21053208","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"21054411","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"21054831","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"21054841","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"21054764","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"21055603","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"21056495","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"21056414","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20974282","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20974044","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20976511","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20968764","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20968854","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20969142","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20628768","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20633613","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20886949","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20935466","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20937031","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20936139","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20936832","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
"20937046","PAVET","Veteran","CO","67770f14e345699491e6b502","Veteran - PAVET - CO","3","success","0","50","0",""
